BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP
SSR_P;2013;340780857;340000421;NCINF;3;5;5.87
SSR_P;2013;340780857;340000421;M9999;2;6;4.33
SSR_P;2013;340781608;340015171;M1180;;1;0.22
SSR_P;2013;340781608;340015171;M9999;;1;0.22
SSR_P;2013;340782002;340000629;M1040;;;
SSR_P;2013;340782002;340000629;M1120;;;
SSR_P;2013;340782002;340000629;M1180;2;;2
SSR_P;2013;340782002;340000629;MAUT;;;
SSR_P;2013;340782002;340000629;N241P;8;;8
SSR_P;2013;340782002;340000629;N2430;;1;0.5
SSR_P;2013;340782002;340000629;N2450;;;
SSR_P;2013;340782002;340000629;N2460;2;;2
SSR_P;2013;340782002;340000629;N310H;1;;1
SSR_P;2013;340782002;340000629;N3120;;1;0.25
SSR_P;2013;340782002;340000629;NAUT;40;0;40
SSR_P;2013;340782002;340000629;NCINF;7;;7
SSR_P;2013;340782002;340000629;M9999;2;;2
SSR_P;2013;340782481;340780477;M1180;1;;0.95
SSR_P;2013;340782481;340780477;MAUT;1;;0.91
SSR_P;2013;340782481;340780477;N241P;1;3;0.89
SSR_P;2013;340782481;340780477;N2460;2;1;1.33
SSR_P;2013;340782481;340780477;N2470;1;;0.54
SSR_P;2013;340782481;340780477;NAUT;16;2;19.51
SSR_P;2013;340782481;340780477;NCINF;10;4;13.07
SSR_P;2013;340782481;340780477;M9999;2;;1.86
SSR_P;2013;340785161;340780477;M1010;;1;0.1
SSR_P;2013;340785161;340780477;M1180;5;4;4.21
SSR_P;2013;340785161;340780477;M1190;2;3;1.93
SSR_P;2013;340785161;340780477;MAUT;2;;0.95
SSR_P;2013;340785161;340780477;N2430;;1;0.5
SSR_P;2013;340785161;340780477;N2500;12;3;14.55
SSR_P;2013;340785161;340780477;N2710;1;;0.5
SSR_P;2013;340785161;340780477;NAUT;1;3;3.36
SSR_P;2013;340785161;340780477;NCINF;12;4;15.43
SSR_P;2013;340785161;340780477;M9999;9;8;7.19
SSR_P;2013;340789981;340001866;M1010;1;1;1.3
SSR_P;2013;340789981;340001866;M1040;;2;0.87
SSR_P;2013;340789981;340001866;M1180;1;1;1.7
SSR_P;2013;340789981;340001866;N241P;13;2;14
SSR_P;2013;340789981;340001866;N2430;;;
SSR_P;2013;340789981;340001866;N2450;;1;0.83
SSR_P;2013;340789981;340001866;N2460;1;2;2.25
SSR_P;2013;340789981;340001866;N2500;18;5;19.52
SSR_P;2013;340789981;340001866;N3120;;1;0.1
SSR_P;2013;340789981;340001866;NAUT;3;4;4.2
SSR_P;2013;340789981;340001866;NCINF;14;1;14.9
SSR_P;2013;340789981;340001866;M9999;2;4;3.87
SSR_P;2013;340796093;340796069;M1010;1;2;2.41
SSR_P;2013;340796093;340796069;M1180;2;;1.15
SSR_P;2013;340796093;340796069;MAUT;1;1;0.77
SSR_P;2013;340796093;340796069;N241P;12;3;13.15
SSR_P;2013;340796093;340796069;N2460;2;3;3.7
SSR_P;2013;340796093;340796069;N2500;14;4;16.91
SSR_P;2013;340796093;340796069;N2710;;1;0.19
SSR_P;2013;340796093;340796069;N3120;;1;0.2
SSR_P;2013;340796093;340796069;NAUT;31;8;29.2
SSR_P;2013;340796093;340796069;NCINF;10;2;9.76
SSR_P;2013;340796093;340796069;M9999;4;3;4.33
SSR_P;2013;340798552;340798545;M1010;1;;1
SSR_P;2013;340798552;340798545;M1320;1;1;1.33
SSR_P;2013;340798552;340798545;N241P;1;1;1.57
SSR_P;2013;340798552;340798545;N2430;;1;0.3
SSR_P;2013;340798552;340798545;N2450;;1;0.34
SSR_P;2013;340798552;340798545;N2460;;1;0.66
SSR_P;2013;340798552;340798545;N2500;13;;13
SSR_P;2013;340798552;340798545;N2710;;1;0.34
SSR_P;2013;340798552;340798545;N3120;;1;0.46
SSR_P;2013;340798552;340798545;NAUT;5;;5
SSR_P;2013;340798552;340798545;NCINF;10;;10
SSR_P;2013;340798552;340798545;M9999;2;1;2.33
SSR_P;2013;350000014;350005179;M1320;2;1;0.74
SSR_P;2013;350000014;350005179;N2450;3;0;0.7
SSR_P;2013;350000014;350005179;N2500;27;7;35.92
SSR_P;2013;350000014;350005179;NAUT;4;2;6.46
SSR_P;2013;350000014;350005179;NCINF;9;12;20.85
SSR_P;2013;350000014;350005179;M9999;2;1;0.74
SSR_P;2013;350000063;220020739;M1010;3;2;3.15
SSR_P;2013;350000063;220020739;N241P;1;2;1.87
SSR_P;2013;350000063;220020739;N2450;;1;0.28
SSR_P;2013;350000063;220020739;N2460;1;1;0.83
SSR_P;2013;350000063;220020739;N2500;11;13;18.71
SSR_P;2013;350000063;220020739;N2710;;1;0.18
SSR_P;2013;350000063;220020739;N3120;;2;1.05
SSR_P;2013;350000063;220020739;NAUT;3;6;7.5
SSR_P;2013;350000063;220020739;NCINF;7;13;13.32
SSR_P;2013;350000063;220020739;M9999;3;2;3.15
SSR_P;2013;350000071;750000218;M1040;;2;0.7
SSR_P;2013;350000071;750000218;M1150;;1;0.01
SSR_P;2013;350000071;750000218;M1320;2;;2
SSR_P;2013;350000071;750000218;MAUT;;5;0.03
SSR_P;2013;350000071;750000218;N241P;;2;1
SSR_P;2013;350000071;750000218;N2450;;2;0.95
SSR_P;2013;350000071;750000218;N2460;;1;0.25
SSR_P;2013;350000071;750000218;N2500;13;5;17.85
SSR_P;2013;350000071;750000218;N3120;1;1;0.75
SSR_P;2013;350000071;750000218;NAUT;1;1;1.5
SSR_P;2013;350000071;750000218;NCINF;6;13;13.49
SSR_P;2013;350000071;750000218;M9999;2;8;2.74
SSR_P;2013;350000147;350000022;M1010;0;2;1.57
SSR_P;2013;350000147;350000022;M1180;2;0;1.9
SSR_P;2013;350000147;350000022;M1190;0;1;0.21
SSR_P;2013;350000147;350000022;M1320;0;1;0.82
SSR_P;2013;350000147;350000022;N241P;5;2;5
SSR_P;2013;350000147;350000022;N2430;;1;0.5
SSR_P;2013;350000147;350000022;N2460;;2;1.3
SSR_P;2013;350000147;350000022;N2500;15;12;23.8
SSR_P;2013;350000147;350000022;N3120;;1;0.5
SSR_P;2013;350000147;350000022;NCINF;10;11;18.7
SSR_P;2013;350000147;350000022;M9999;2;4;4.5
SSR_P;2013;350000154;350000030;M1180;2;;1.9
SSR_P;2013;350000154;350000030;N2460;;1;0.16
SSR_P;2013;350000154;350000030;N2500;8;3;7.62
SSR_P;2013;350000154;350000030;NAUT;5;1;3.04
SSR_P;2013;350000154;350000030;NCINF;5;5;6.14
SSR_P;2013;350000154;350000030;M9999;2;;1.9
SSR_P;2013;350000162;350000048;M1010;2;0;2.4
SSR_P;2013;350000162;350000048;M1180;1;0;0.91
SSR_P;2013;350000162;350000048;N241P;4;0;1.91
SSR_P;2013;350000162;350000048;N2430;0;1;0.5
SSR_P;2013;350000162;350000048;N2460;1;0;1.17
SSR_P;2013;350000162;350000048;N2500;28;10;26.45
SSR_P;2013;350000162;350000048;N2710;0;1;0.3
SSR_P;2013;350000162;350000048;N310H;0;0;0.17
SSR_P;2013;350000162;350000048;N3120;1;0;1.32
SSR_P;2013;350000162;350000048;NAUT;10;2;9.11
SSR_P;2013;350000162;350000048;NCINF;8;10;12.04
SSR_P;2013;350000162;350000048;M9999;3;0;3.31
SSR_P;2013;350000204;350023248;M1010;1;1;0.49
SSR_P;2013;350000204;350023248;N2710;;1;0.17
SSR_P;2013;350000204;350023248;M9999;1;1;0.49
SSR_P;2013;350000212;350000089;M1010;;;
SSR_P;2013;350000212;350000089;N241P;1;1;0.95
SSR_P;2013;350000212;350000089;N2450;0;2;0.15
SSR_P;2013;350000212;350000089;N2460;0;1;0.25
SSR_P;2013;350000212;350000089;N2500;1;13;6.6
SSR_P;2013;350000212;350000089;N2710;0;2;0.43
SSR_P;2013;350000212;350000089;NAUT;3;10;11.86
SSR_P;2013;350000212;350000089;NCINF;2;7;4.88
SSR_P;2013;350000212;350000089;M9999;;;
SSR_P;2013;350000360;350048518;M1010;1;;0.1
SSR_P;2013;350000360;350048518;N2450;1;;0.1
SSR_P;2013;350000360;350048518;N2500;11;4;5.52
SSR_P;2013;350000360;350048518;N2710;1;;0.11
SSR_P;2013;350000360;350048518;N3120;1;;0.11
SSR_P;2013;350000360;350048518;NAUT;10;7;2.47
SSR_P;2013;350000360;350048518;NCINF;8;1;2.8
SSR_P;2013;350000360;350048518;M9999;1;;0.1
SSR_P;2013;350000410;350002291;M1010;;1;0.06
SSR_P;2013;350000410;350002291;M1180;;1;0.11
SSR_P;2013;350000410;350002291;N241P;;2;1.2
SSR_P;2013;350000410;350002291;N2450;;1;0.17
SSR_P;2013;350000410;350002291;N2500;;15;11.07
SSR_P;2013;350000410;350002291;NAUT;;10;5.89
SSR_P;2013;350000410;350002291;NCINF;;14;8.64
SSR_P;2013;350000410;350002291;M9999;;2;0.17
SSR_P;2013;350000428;350002309;N241P;;1;0.66
SSR_P;2013;350000428;350002309;N2450;;1;0.23
SSR_P;2013;350000428;350002309;N2500;9;;8.65
SSR_P;2013;350000428;350002309;N2710;;1;0.25
SSR_P;2013;350000428;350002309;N3120;;1;0.23
SSR_P;2013;350000428;350002309;NAUT;26;;23.29
SSR_P;2013;350000428;350002309;NCINF;9;1;9.03
SSR_P;2013;350000428;350002309;N9999;44;5;42.34
SSR_P;2013;350000436;350002317;M1180;;15;0.4
SSR_P;2013;350000436;350002317;N241P;;2;1.16
SSR_P;2013;350000436;350002317;N2430;;1;0.05
SSR_P;2013;350000436;350002317;N2460;;1;0.6
SSR_P;2013;350000436;350002317;N2500;10;2;11.33
SSR_P;2013;350000436;350002317;N3120;;1;0.5
SSR_P;2013;350000436;350002317;NAUT;7;3;8.66
SSR_P;2013;350000436;350002317;NCINF;9;3;10.5
SSR_P;2013;350000436;350002317;M9999;;15;0.4
SSR_P;2013;350000444;350048518;M1010;;1;0.33
SSR_P;2013;350000444;350048518;M1180;;1;0.83
SSR_P;2013;350000444;350048518;MAUT;1;;1
SSR_P;2013;350000444;350048518;N241P;4;;3.66
SSR_P;2013;350000444;350048518;N2450;1;;0.27
SSR_P;2013;350000444;350048518;N2460;2;1;1.52
SSR_P;2013;350000444;350048518;N2500;13;13;17.56
SSR_P;2013;350000444;350048518;N2710;1;;0.19
SSR_P;2013;350000444;350048518;N3120;1;;0.42
SSR_P;2013;350000444;350048518;NAUT;20;1;12.6
SSR_P;2013;350000444;350048518;NCINF;14;9;12.54
SSR_P;2013;350000444;350048518;M9999;1;2;2.16
SSR_P;2013;350000451;350002333;M1010;;11;0.25
SSR_P;2013;350000451;350002333;M1040;;1;0.05
SSR_P;2013;350000451;350002333;M1180;;1;0.2
SSR_P;2013;350000451;350002333;N241P;;5;1.1
SSR_P;2013;350000451;350002333;N2430;;2;0.2
SSR_P;2013;350000451;350002333;N2450;;1;0.05
SSR_P;2013;350000451;350002333;N2460;;1;0.4
SSR_P;2013;350000451;350002333;N2500;11;5;13.53
SSR_P;2013;350000451;350002333;N2710;;1;0.35
SSR_P;2013;350000451;350002333;N3120;;1;0.67
SSR_P;2013;350000451;350002333;NAUT;4;13;11.27
SSR_P;2013;350000451;350002333;NCINF;2;11;8.04
SSR_P;2013;350000451;350002333;M9999;;13;0.5
SSR_P;2013;350000741;350005179;M1140;2;0;1.9
SSR_P;2013;350000741;350005179;M1180;9;5;5.41
SSR_P;2013;350000741;350005179;N241P;13;5;17.61
SSR_P;2013;350000741;350005179;N2430;0;4;3
SSR_P;2013;350000741;350005179;N2450;2;0;0.3
SSR_P;2013;350000741;350005179;N2460;2;11;9.44
SSR_P;2013;350000741;350005179;N2470;2;0;1.47
SSR_P;2013;350000741;350005179;N2500;27;5;30.53
SSR_P;2013;350000741;350005179;N2710;2;5;3.87
SSR_P;2013;350000741;350005179;N3120;3;0;1.4
SSR_P;2013;350000741;350005179;NAUT;18;8;24.73
SSR_P;2013;350000741;350005179;NCINF;15;11;22.59
SSR_P;2013;350000741;350005179;M9999;11;5;7.31
SSR_P;2013;350002192;220020739;M1010;1;1;1.8
SSR_P;2013;350002192;220020739;M1320;;2;1.3
SSR_P;2013;350002192;220020739;N2460;0;1;0.2
SSR_P;2013;350002192;220020739;N2500;18;5;21.58
SSR_P;2013;350002192;220020739;N3120;0;1;0.5
SSR_P;2013;350002192;220020739;NCINF;14;3;16.71
SSR_P;2013;350002192;220020739;M9999;1;3;3.1
SSR_P;2013;350002200;350029948;M1010;;2;0.9
SSR_P;2013;350002200;350029948;M1040;2;4;4.6
SSR_P;2013;350002200;350029948;M3020;;3;0.47
SSR_P;2013;350002200;350029948;MAUT;2;4;4.45
SSR_P;2013;350002200;350029948;N241P;4;4;5.76
SSR_P;2013;350002200;350029948;N2450;6;2;7.24
SSR_P;2013;350002200;350029948;N2500;41;21;53.9
SSR_P;2013;350002200;350029948;N2710;;4;1.67
SSR_P;2013;350002200;350029948;NAUT;13;4;12.6
SSR_P;2013;350002200;350029948;NCINF;37;20;47.68
SSR_P;2013;350002200;350029948;M9999;4;13;10.42
SSR_P;2013;350002234;750720575;M1180;;4;3
SSR_P;2013;350002234;750720575;N241P;6;7;11.3
SSR_P;2013;350002234;750720575;N2430;;1;0.9
SSR_P;2013;350002234;750720575;N2460;4;2;0.89
SSR_P;2013;350002234;750720575;N2500;6;9;12.12
SSR_P;2013;350002234;750720575;N2710;;1;0.91
SSR_P;2013;350002234;750720575;N310H;3;3;4.99
SSR_P;2013;350002234;750720575;N3120;1;;1
SSR_P;2013;350002234;750720575;NCINF;11;7;14.95
SSR_P;2013;350002234;750720575;M9999;;4;3
SSR_P;2013;350002564;350046199;M1180;4;6;8.43
SSR_P;2013;350002564;350046199;M3020;;1;0.05
SSR_P;2013;350002564;350046199;MAUT;;2;1.2
SSR_P;2013;350002564;350046199;N241P;25;4;25.2
SSR_P;2013;350002564;350046199;N2430;3;1;3.5
SSR_P;2013;350002564;350046199;N2450;1;;1
SSR_P;2013;350002564;350046199;N2460;11;4;13.31
SSR_P;2013;350002564;350046199;N2500;43;7;49.13
SSR_P;2013;350002564;350046199;N2710;2;4;5.4
SSR_P;2013;350002564;350046199;N310H;1;4;3.62
SSR_P;2013;350002564;350046199;N3120;2;3;3.5
SSR_P;2013;350002564;350046199;NCINF;29;5;32.5
SSR_P;2013;350002564;350046199;M9999;4;9;9.68
SSR_P;2013;350002747;440042844;M1010;;2;1.1
SSR_P;2013;350002747;440042844;N2500;;1;0.5
SSR_P;2013;350002747;440042844;N3120;1;;1
SSR_P;2013;350002747;440042844;NCINF;8;0;8
SSR_P;2013;350002747;440042844;M9999;;2;1.1
SSR_P;2013;350002911;220020739;M1010;;2;1.4
SSR_P;2013;350002911;220020739;M1320;;2;1.4
SSR_P;2013;350002911;220020739;N2500;4;1;4.5
SSR_P;2013;350002911;220020739;N2710;;1;0.2
SSR_P;2013;350002911;220020739;NCINF;4;4;7.2
SSR_P;2013;350002911;220020739;M9999;;4;2.8
SSR_P;2013;350002929;440042844;M1010;1;1;1.08
SSR_P;2013;350002929;440042844;M1320;;2;1.71
SSR_P;2013;350002929;440042844;N241P;2;;2
SSR_P;2013;350002929;440042844;N2450;;1;0.8
SSR_P;2013;350002929;440042844;N2500;23;1;23.8
SSR_P;2013;350002929;440042844;N3120;;2;1
SSR_P;2013;350002929;440042844;NCINF;15;;15
SSR_P;2013;350002929;440042844;M9999;1;3;2.79
SSR_P;2013;350005021;440042844;M1070;0;1;0.85
SSR_P;2013;350005021;440042844;M1180;0;3;2.1
SSR_P;2013;350005021;440042844;M1320;0;2;1.4
SSR_P;2013;350005021;440042844;N241P;8;3;9.3
SSR_P;2013;350005021;440042844;N2430;;2;0.83
SSR_P;2013;350005021;440042844;N2460;4;2;4.75
SSR_P;2013;350005021;440042844;N2500;32;10;37.75
SSR_P;2013;350005021;440042844;N2710;;1;0.9
SSR_P;2013;350005021;440042844;N310H;;1;0.9
SSR_P;2013;350005021;440042844;NAUT;;1;0.5
SSR_P;2013;350005021;440042844;NCINF;22;6;25.5
SSR_P;2013;350005021;440042844;M9999;0;6;4.35
SSR_P;2013;350005278;350023586;M1010;;1;0.11
SSR_P;2013;350005278;350023586;M1070;;1;0.01
SSR_P;2013;350005278;350023586;M1120;;1;0.02
SSR_P;2013;350005278;350023586;M1140;;2;1.35
SSR_P;2013;350005278;350023586;M1180;;1;0.1
SSR_P;2013;350005278;350023586;N241P;1;2;1.75
SSR_P;2013;350005278;350023586;N2430;;1;0.5
SSR_P;2013;350005278;350023586;N2450;;1;0.84
SSR_P;2013;350005278;350023586;N2460;;3;1.12
SSR_P;2013;350005278;350023586;N2470;;1;0.3
SSR_P;2013;350005278;350023586;N2500;4;12;11.87
SSR_P;2013;350005278;350023586;N2710;;2;0.65
SSR_P;2013;350005278;350023586;N310H;1;10;5.56
SSR_P;2013;350005278;350023586;N3120;;1;0.35
SSR_P;2013;350005278;350023586;NCINF;2;10;6.8
SSR_P;2013;350005278;350023586;M9999;;6;1.59
SSR_P;2013;350007084;350005179;M1180;2;;1.07
SSR_P;2013;350007084;350005179;M9999;2;;1.07
SSR_P;2013;350008579;350039673;M1180;1;2;1.36
SSR_P;2013;350008579;350039673;MAUT;;1;0.1
SSR_P;2013;350008579;350039673;N241P;1;;1
SSR_P;2013;350008579;350039673;N2460;2;3;3.16
SSR_P;2013;350008579;350039673;N2500;;2;0.54
SSR_P;2013;350008579;350039673;N2710;;1;0.1
SSR_P;2013;350008579;350039673;N310H;;15;7.15
SSR_P;2013;350008579;350039673;N3120;;1;0.85
SSR_P;2013;350008579;350039673;NCINF;;4;1.46
SSR_P;2013;350008579;350039673;M9999;1;3;1.46
SSR_P;2013;350016135;350000055;M1010;;4;1.97
SSR_P;2013;350016135;350000055;N2450;1;;0.34
SSR_P;2013;350016135;350000055;N2460;1;;0.23
SSR_P;2013;350016135;350000055;N2500;33;;28.53
SSR_P;2013;350016135;350000055;N2710;1;;0.09
SSR_P;2013;350016135;350000055;N3120;1;;0.5
SSR_P;2013;350016135;350000055;NAUT;6;;5.3
SSR_P;2013;350016135;350000055;NCINF;13;;11.85
SSR_P;2013;350016135;350000055;M9999;;4;1.97
SSR_P;2013;350040499;350040291;N241P;1;;1
SSR_P;2013;350040499;350040291;N2500;6;13;9.96
SSR_P;2013;350040499;350040291;NCINF;5;8;8.61
SSR_P;2013;350040499;350040291;N9999;12;21;19.57
SSR_P;2013;350044756;350044749;MAUT;1;1;1.6
SSR_P;2013;350044756;350044749;N2460;;1;0.9
SSR_P;2013;350044756;350044749;N2710;;2;1.4
SSR_P;2013;350044756;350044749;N3120;1;;1
SSR_P;2013;350044756;350044749;NAUT;;1;0.9
SSR_P;2013;350044756;350044749;NCINF;4;4;6.14
SSR_P;2013;350044756;350044749;M9999;1;1;1.6
SSR_P;2013;360000038;360000046;M1180;6;0;6
SSR_P;2013;360000038;360000046;N241P;16;4;14.3
SSR_P;2013;360000038;360000046;N2460;3;4;5.25
SSR_P;2013;360000038;360000046;N2470;0;1;0.8
SSR_P;2013;360000038;360000046;N2500;62;13;53.76
SSR_P;2013;360000038;360000046;N2710;3;1;3.8
SSR_P;2013;360000038;360000046;N3120;0;3;2
SSR_P;2013;360000038;360000046;NAUT;20;19;19.8
SSR_P;2013;360000038;360000046;NCINF;31;8;31.21
SSR_P;2013;360000038;360000046;M9999;6;0;6
SSR_P;2013;360000145;360000061;M1010;2;;2
SSR_P;2013;360000145;360000061;N241P;2;;2
SSR_P;2013;360000145;360000061;N2460;;1;0.2
SSR_P;2013;360000145;360000061;N2500;15;;13.47
SSR_P;2013;360000145;360000061;N2710;2;;0.24
SSR_P;2013;360000145;360000061;N3120;1;;0.23
SSR_P;2013;360000145;360000061;NAUT;7;;5.97
SSR_P;2013;360000145;360000061;NCINF;8;2;7.92
SSR_P;2013;360000145;360000061;M9999;2;;2
SSR_P;2013;360000160;360000079;M1180;2;;1.85
SSR_P;2013;360000160;360000079;N241P;2;;1.14
SSR_P;2013;360000160;360000079;N2450;1;;0.1
SSR_P;2013;360000160;360000079;N2460;;1;0.21
SSR_P;2013;360000160;360000079;N2500;14;1;14.46
SSR_P;2013;360000160;360000079;N2710;;1;0.1
SSR_P;2013;360000160;360000079;NAUT;4;1;3.42
SSR_P;2013;360000160;360000079;NCINF;11;;7.95
SSR_P;2013;360000160;360000079;M9999;2;;1.85
SSR_P;2013;360000178;360000087;M1010;;1;0.15
SSR_P;2013;360000178;360000087;N241P;;3;0.53
SSR_P;2013;360000178;360000087;N2500;3;1;3.8
SSR_P;2013;360000178;360000087;NCINF;4;;3.78
SSR_P;2013;360000178;360000087;M9999;;1;0.15
SSR_P;2013;360000186;360000095;M1010;;9;1.8
SSR_P;2013;360000186;360000095;N241P;1;0;1
SSR_P;2013;360000186;360000095;N2450;;1;0.25
SSR_P;2013;360000186;360000095;N2500;4;1;4.86
SSR_P;2013;360000186;360000095;N2710;;1;0.1
SSR_P;2013;360000186;360000095;N3120;;1;0.2
SSR_P;2013;360000186;360000095;NCINF;3;1;3.86
SSR_P;2013;360000186;360000095;M9999;;9;1.8
SSR_P;2013;360000202;360000103;N241P;1;1;1
SSR_P;2013;360000202;360000103;N2500;13;2;14.4
SSR_P;2013;360000202;360000103;N310H;1;1;1
SSR_P;2013;360000202;360000103;NAUT;5;0;5
SSR_P;2013;360000202;360000103;NCINF;7;2;7.63
SSR_P;2013;360000202;360000103;N9999;27;6;29.03
SSR_P;2013;360000251;360000111;M1010;;;
SSR_P;2013;360000251;360000111;N241P;;;
SSR_P;2013;360000251;360000111;N2500;5;5;5
SSR_P;2013;360000251;360000111;NAUT;4;;4
SSR_P;2013;360000251;360000111;NCINF;4;1;3.67
SSR_P;2013;360000251;360000111;M9999;;;
SSR_P;2013;360002232;360000541;M1010;1;;1
SSR_P;2013;360002232;360000541;M1040;;1;0.2
SSR_P;2013;360002232;360000541;M1070;1;;1
SSR_P;2013;360002232;360000541;M1120;;1;0.2
SSR_P;2013;360002232;360000541;M1180;1;;1
SSR_P;2013;360002232;360000541;M1320;;1;0.3
SSR_P;2013;360002232;360000541;MAUT;;3;1.65
SSR_P;2013;360002232;360000541;N241P;2;0;2
SSR_P;2013;360002232;360000541;N2450;1;1;1.45
SSR_P;2013;360002232;360000541;N2460;;1;0.2
SSR_P;2013;360002232;360000541;N2500;8;2;9.6
SSR_P;2013;360002232;360000541;N2710;;1;0.12
SSR_P;2013;360002232;360000541;N310H;;1;0.48
SSR_P;2013;360002232;360000541;NCINF;12;4;13.5
SSR_P;2013;360002232;360000541;M9999;3;6;5.35
SSR_P;2013;360003149;360000053;M1010;;;0.05
SSR_P;2013;360003149;360000053;M1180;1;;1
SSR_P;2013;360003149;360000053;M1320;1;;1
SSR_P;2013;360003149;360000053;N241P;2;;2
SSR_P;2013;360003149;360000053;N2460;1;1;1.05
SSR_P;2013;360003149;360000053;N2500;17;3;19.33
SSR_P;2013;360003149;360000053;N3120;;2;1.71
SSR_P;2013;360003149;360000053;NAUT;14;2;14.86
SSR_P;2013;360003149;360000053;NCINF;10;5;14.31
SSR_P;2013;360003149;360000053;M9999;2;;2.05
SSR_P;2013;370000150;370000333;M1010;3;2;2.41
SSR_P;2013;370000150;370000333;N241P;;;
SSR_P;2013;370000150;370000333;N2500;15;16;14.85
SSR_P;2013;370000150;370000333;N3120;;1;0.61
SSR_P;2013;370000150;370000333;NCINF;17;20;16.6
SSR_P;2013;370000150;370000333;M9999;3;2;2.41
SSR_P;2013;370000184;940805963;M1010;1;1;1.2
SSR_P;2013;370000184;940805963;N2710;1;;1
SSR_P;2013;370000184;940805963;N310H;1;1;1.17
SSR_P;2013;370000184;940805963;N3120;1;;1
SSR_P;2013;370000184;940805963;NAUT;1;;1
SSR_P;2013;370000184;940805963;NCINF;6;2;7.1
SSR_P;2013;370000184;940805963;M9999;1;1;1.2
SSR_P;2013;370000218;450018106;M1010;1;;1
SSR_P;2013;370000218;450018106;M1180;3;;3
SSR_P;2013;370000218;450018106;MAUT;;1;0.75
SSR_P;2013;370000218;450018106;N241P;12;7;15.89
SSR_P;2013;370000218;450018106;N2430;2;1;2.03
SSR_P;2013;370000218;450018106;N2460;3;1;3.84
SSR_P;2013;370000218;450018106;N2500;24;9;32.99
SSR_P;2013;370000218;450018106;N2710;;1;0.2
SSR_P;2013;370000218;450018106;N310H;1;;1
SSR_P;2013;370000218;450018106;N3120;;1;0.89
SSR_P;2013;370000218;450018106;NCINF;10;12;20.52
SSR_P;2013;370000218;450018106;M9999;4;1;4.75
SSR_P;2013;370000341;750804114;M1010;;2;1
SSR_P;2013;370000341;750804114;MAUT;1;;1
SSR_P;2013;370000341;750804114;N2710;;1;0.5
SSR_P;2013;370000341;750804114;N310H;8;1;8.25
SSR_P;2013;370000341;750804114;N3120;;1;0.75
SSR_P;2013;370000341;750804114;NAUT;13;;13
SSR_P;2013;370000341;750804114;NCINF;4;6;7.87
SSR_P;2013;370000341;750804114;M9999;1;2;2
SSR_P;2013;370000374;750721334;M1010;1;1;1.46
SSR_P;2013;370000374;750721334;M1040;;1;0.09
SSR_P;2013;370000374;750721334;M1120;;1;0.04
SSR_P;2013;370000374;750721334;M1180;4;;4
SSR_P;2013;370000374;750721334;M3020;;1;0.3
SSR_P;2013;370000374;750721334;MAUT;;4;0.96
SSR_P;2013;370000374;750721334;N241P;15;1;14.56
SSR_P;2013;370000374;750721334;N2430;1;4;3.81
SSR_P;2013;370000374;750721334;N2450;;1;0.5
SSR_P;2013;370000374;750721334;N2460;4;3;6.38
SSR_P;2013;370000374;750721334;N2470;3;;2.23
SSR_P;2013;370000374;750721334;N2500;45;10;49.92
SSR_P;2013;370000374;750721334;N2710;;4;1.82
SSR_P;2013;370000374;750721334;N310H;3;1;3.62
SSR_P;2013;370000374;750721334;N3120;1;1;1.5
SSR_P;2013;370000374;750721334;NAUT;60;9;59.14
SSR_P;2013;370000374;750721334;NCINF;23;9;27.83
SSR_P;2013;370000374;750721334;M9999;5;8;6.85
SSR_P;2013;370000499;370000481;N2470;0;1;0.48
SSR_P;2013;370000499;370000481;N2500;4;5;7.88
SSR_P;2013;370000499;370000481;N310H;0;1;0.75
SSR_P;2013;370000499;370000481;NAUT;2;0;2.28
SSR_P;2013;370000499;370000481;NCINF;5;4;7.75
SSR_P;2013;370000499;370000481;N9999;11;11;19.14
SSR_P;2013;370000515;370000481;M1320;3;1;2.45
SSR_P;2013;370000515;370000481;N241P;4;3;4.09
SSR_P;2013;370000515;370000481;N2430;1;0;0.8
SSR_P;2013;370000515;370000481;N2460;0;1;0.5
SSR_P;2013;370000515;370000481;N2500;29;18;41.16
SSR_P;2013;370000515;370000481;N3120;0;3;2.3
SSR_P;2013;370000515;370000481;NAUT;15;4;17.96
SSR_P;2013;370000515;370000481;NCINF;19;9;24.58
SSR_P;2013;370000515;370000481;M9999;3;1;2.45
SSR_P;2013;370000531;370000606;M1320;3;2;3.75
SSR_P;2013;370000531;370000606;N241P;2;2;2.16
SSR_P;2013;370000531;370000606;N2430;;2;0.69
SSR_P;2013;370000531;370000606;N2450;2;1;2.8
SSR_P;2013;370000531;370000606;N2460;;3;1.15
SSR_P;2013;370000531;370000606;N2500;32;11;40.67
SSR_P;2013;370000531;370000606;N2710;;5;0.41
SSR_P;2013;370000531;370000606;NAUT;9;3;12.25
SSR_P;2013;370000531;370000606;NCINF;15;6;20.94
SSR_P;2013;370000531;370000606;M9999;3;2;3.75
SSR_P;2013;370000580;370000564;M1010;2;;1.1
SSR_P;2013;370000580;370000564;M1180;;1;0.3
SSR_P;2013;370000580;370000564;N241P;5;2;5.68
SSR_P;2013;370000580;370000564;N2450;;1;0.02
SSR_P;2013;370000580;370000564;N2460;1;1;1.72
SSR_P;2013;370000580;370000564;N2500;9;1;11.82
SSR_P;2013;370000580;370000564;N310H;2;;1.82
