BOR;AN;FI;FI_EJ;PERSO;EFFSALPLH;EFFSALPLF;EFFSALPAH;EFFSALPAF;EFFLIBPLH;EFFLIBPLF;EFFLIBPAH;EFFLIBPAF;ETPSALH;ETPSALF;ETP_PU;ETP_PH;ETP_AS;ETP_HU;ETP_AT;ETP_AU;ETP_BUD;ETP_MAD;EFFSAL;ETPSAL;EFFLIB
Q20;2013;400000105;400780193;M2030;2;1;3;;;;;;2.36;1;;3;;;0.36;;;;6;3.36;
Q20;2013;400000105;400780193;M2050;2;2;1;;;;;;2.49;2.1;;2.08;1;;;1.51;;;5;4.59;
Q20;2013;400000105;400780193;M2070;1;1;3;1;;;1;;1.8;1.63;;1.57;1;;0.31;0.55;;;6;3.43;1
Q20;2013;400000105;400780193;M2080;;;5;1;;;;;0.3;0.04;;;;;0.34;;;;6;0.34;
Q20;2013;400000105;400780193;M2100;1;;2;;;;;;0.22;;;;;;0.06;0.16;;;3;0.22;
Q20;2013;400000105;400780193;M2120;4;;1;;;;;;4.47;;;3.6;;;0.87;;;;5;4.47;
Q20;2013;400000105;400780193;M3011;1;;;;;;;;1;;;1;;;;;;;1;1;
Q20;2013;400000105;400780193;M3012;2;;;;;;;;1.87;;;1.87;;;;;;;2;1.87;
Q20;2013;400000105;400780193;M3020;6;3;;1;;;;;6.14;3.4;;8.84;;;0.14;0.56;;;10;9.54;
Q20;2013;400000105;400780193;M3030;;;1;;;;;;0.17;;;;;;0.17;;;;1;0.17;
Q20;2013;400000105;400780193;M3040;1;1;;;;;;;1.4;0.49;;1.89;;;;;;;2;1.89;
Q20;2013;400000105;400780193;M3050;2;3;;;;;;;1.17;2.93;;2.93;;;1;0.17;;;5;4.1;
Q20;2013;400000105;400780193;M3060;;1;;;;;;;;1;;;;;;1;;;1;1;
Q20;2013;400000105;400780193;M3070;;1;;;;;;;;1;;1;;;;;;;1;1;
Q20;2013;400000105;400780193;M9999;60;39;39;17;;;15;1;68.71;43.48;;72.21;6.29;;15.85;17.84;127.92;1.3;155;112.19;16
Q20;2013;400000113;400011177;M3000;7;10;3;;;;;;7;12.1;;13.5;;;;5.6;;;20;19.1;
Q20;2013;400000113;400011177;M3020;7;10;3;;;;;;7;12.1;;13.5;;;;5.6;;;20;19.1;
Q20;2013;400000113;400011177;M9999;7;10;3;;;;;;7;12.1;;13.5;;;;5.6;;;20;19.1;
Q20;2013;400000139;400011177;M1000;47;34;16;10;;;1;4;55;38.6;;60.5;4.5;;9.25;19.35;;;107;93.6;5
Q20;2013;400000139;400011177;M1010;11;9;13;4;;;;;17.3;10.3;;14.3;2.5;;4.25;6.55;;;37;27.6;
Q20;2013;400000139;400011177;M1020;1;1;;;;;;;1;1;;1;;;;1;;;2;2;
Q20;2013;400000139;400011177;M1030;5;3;;;;;;;5;3;;5;1;;;2;;;8;8;
Q20;2013;400000139;400011177;M1031;5;2;;;;;;;5;2;;4;;;2;1;;;7;7;
Q20;2013;400000139;400011177;M1040;3;3;;1;;;;2;3;3.5;;5.5;;;;1;;;7;6.5;2
Q20;2013;400000139;400011177;M1050;;1;;;;;;;0.6;;;0.6;;;;;;;1;0.6;
Q20;2013;400000139;400011177;M1070;;4;;;;;;;;4;;3;1;;;;;;4;4;
Q20;2013;400000139;400011177;M1090;3;;2;1;;;;;4;0.8;;4;;;;0.8;;;6;4.8;
Q20;2013;400000139;400011177;M1100;1;1;;1;;;;;1;1.8;;2.8;;;;;;;3;2.8;
Q20;2013;400000139;400011177;M1110;3;;;;;;;;3;;;2;;;;1;;;3;3;
Q20;2013;400000139;400011177;M1120;3;1;;;;;;;3;1;;1;;;;3;;;4;4;
Q20;2013;400000139;400011177;M1130;1;2;;;;;;;1;2;;1;;;2;;;;3;3;
Q20;2013;400000139;400011177;M1140;;4;;2;;;1;1;;5.4;;3.5;;;1;0.9;;;6;5.4;2
Q20;2013;400000139;400011177;M1150;2;;;;;;;;2;;;2;;;;;;;2;2;
Q20;2013;400000139;400011177;M1160;5;;;;;;;;5;;;5;;;;;;;5;5;
Q20;2013;400000139;400011177;M1180;2;1;1;1;;;;;2.1;1.8;;3.8;;;;0.1;;;5;3.9;
Q20;2013;400000139;400011177;M1190;;1;;;;;;1;;1;;;;;;1;;;1;1;1
Q20;2013;400000139;400011177;M1200;1;;;;;;;;1;;;1;;;;;;;1;1;
Q20;2013;400000139;400011177;M1210;1;1;;;;;;;1;1;;1;;;;1;;;2;2;
Q20;2013;400000139;400011177;M2010;2;;;;;;;;2;;;2;;;;;;;2;2;
Q20;2013;400000139;400011177;M2030;5;;;;;;;;5;;;4;;;;1;;;5;5;
Q20;2013;400000139;400011177;M2050;4;3;1;;;;;1;4.5;3;;2.5;1;;2;2;;;8;7.5;1
Q20;2013;400000139;400011177;M2070;;;;1;;;;;;0.1;;;;;0.1;;;;1;0.1;
Q20;2013;400000139;400011177;M2080;2;1;;;;;2;;2;1;;2;1;;;;;;3;3;2
Q20;2013;400000139;400011177;M2100;2;;2;;;;;;2.4;;;1;0.4;;1;;;;4;2.4;
Q20;2013;400000139;400011177;M2130;1;1;;;;;;;1;0.8;;1;0.8;;;;;;2;1.8;
Q20;2013;400000139;400011177;M3011;2;2;;1;;;;;2;2.6;;3.6;;;;1;;;5;4.6;
Q20;2013;400000139;400011177;M3030;;1;;2;;;;;;2;;2;;;;;;;3;2;
Q20;2013;400000139;400011177;M3040;;1;;;;;;;;1;;;;;;1;;;1;1;
Q20;2013;400000139;400011177;M3050;;7;;;;;;;;7;;6;;;;1;;;7;7;
Q20;2013;400000139;400011177;M3060;;1;;1;;;;;;1.8;;1.8;;;;;;;2;1.8;
Q20;2013;400000139;400011177;M3070;;1;;;;;;;;1;;1;;;;;;;1;1;
Q20;2013;400000139;400011177;M9999;65;52;19;15;;;3;5;73.9;58.9;;87.4;7.7;;12.35;25.35;;;151;132.8;8
Q20;2013;400000147;400780268;M1000;;;2;3;;;3;1;1.4;2.1;;2.6;;;;0.9;;;5;3.5;4
Q20;2013;400000147;400780268;M1010;;;;1;;;3;1;;0.4;;;;;;0.4;;;1;0.4;4
Q20;2013;400000147;400780268;M1320;;;2;2;;;;;1.4;1.7;;2.6;;;;0.5;;;4;3.1;
Q20;2013;400000147;400780268;M3040;;;;;;;;;;0.1;;;;;;;;;;0.1;
Q20;2013;400000147;400780268;M3050;;;;1;;;;;;0.5;;;;;;0.5;;;1;0.5;
Q20;2013;400000147;400780268;M9999;;;2;4;;;3;1;1.4;2.7;;2.6;;;;1.4;;;6;4.1;4
Q20;2013;400000261;400780458;M1000;;;;3;;;;;;1.52;;;;;;;;;3;1.52;
Q20;2013;400000261;400780458;M1320;;;;3;;;;;;1.52;;;;;;;;;3;1.52;
Q20;2013;400000261;400780458;M3040;;;;;;;;;;0.13;;;;;;;;;;0.13;
Q20;2013;400000261;400780458;M3050;;;;1;;;;;;0.35;;;;;;;;;1;0.35;
Q20;2013;400000261;400780458;M9999;;;;4;;;;;;2;;;;;;;2.05;;4;2;
Q20;2013;400006607;400790663;M1000;;;1;;;;;;0.6;;;;;;;0.6;;;1;0.6;
Q20;2013;400006607;400790663;M1320;;;1;;;;;;0.6;;;;;;;0.6;;;1;0.6;
Q20;2013;400006607;400790663;M3050;;;;1;;;;;0.6;;;;;;0.6;;;;1;0.6;
Q20;2013;400006607;400790663;M9999;;;1;1;;;;;1.2;;;;;;0.6;0.6;;;2;1.2;
Q20;2013;400007043;640000113;M9999;;;;;;;;;;;;;;;;;;;;;
Q20;2013;400008199;400008108;M1000;0;0;2;2;0;0;0;0;0.3;1.25;;;;;;;;;4;1.55;0
Q20;2013;400008199;400008108;M1010;0;0;2;2;0;0;0;0;0.3;1.25;;;;;;;;;4;1.55;0
Q20;2013;400008199;400008108;M3040;;;;;;;;;;0.05;;;;;;;;;;0.05;
Q20;2013;400008199;400008108;M3050;;;;1;;;;;;0.5;;;;;;;;;1;0.5;
Q20;2013;400008199;400008108;M9999;0;0;2;3;0;0;0;0;0.3;1.8;;;;;;;;;5;2.1;0
Q20;2013;400011383;400780193;M1000;;;;;;;;;0.25;;;;;;;0.25;;;;0.25;
Q20;2013;400011383;400780193;M1010;;;;;;;;;0.25;;;;;;;0.25;;;;0.25;
Q20;2013;400011383;400780193;M9999;;;;;;;;;0.25;;;;;;;0.25;;;;0.25;
Q20;2013;400011391;400780193;M1000;;;;;;;;;0.13;0.03;;0.05;;;;0.11;;;;0.16;
Q20;2013;400011391;400780193;M1010;;;;;;;;;0.13;0.03;;0.05;;;;0.11;;;;0.16;
Q20;2013;400011391;400780193;M9999;;;;;;;;;0.13;0.03;;0.05;;;;0.11;;;;0.16;
Q20;2013;400012514;400011177;M1000;3;;;;;;;;3;;;3;;;;;;;3;3;
Q20;2013;400012514;400011177;M1010;3;;;;;;;;3;;;3;;;;;;;3;3;
Q20;2013;400012514;400011177;M9999;3;;;;;;;;3;;;3;;;;;;;3;3;
Q20;2013;400012522;400011177;M1000;5;;;;;;;;5;;;5;;;;;;;5;5;
Q20;2013;400012522;400011177;M1010;5;;;;;;;;5;;;5;;;;;;;5;5;
Q20;2013;400012522;400011177;M9999;5;;;;;;;;5;;;5;;;;;;;5;5;
Q20;2013;400780250;400011177;M1000;6;4;;1;;;;;6;4.2;;9;;;1;0.2;;;11;10.2;
Q20;2013;400780250;400011177;M1320;6;4;;1;;;;;6;4.2;;9;;;1;0.2;;;11;10.2;
Q20;2013;400780250;400011177;M9999;6;4;;1;;;;;6;4.2;;9;;;1;0.2;;;11;10.2;
Q20;2013;400780284;400000154;M1000;;;;;1;2;1;1;;;;;;;;;;;;;5
Q20;2013;400780284;400000154;M1030;;;;;1;2;;;;;;;;;;;;;;;3
Q20;2013;400780284;400000154;M1040;;;;;;;1;1;;;;;;;;;;;;;2
Q20;2013;400780284;400000154;M2020;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;400780284;400000154;M2030;;;;;2;;;;;;;;;;;;;;;;2
Q20;2013;400780284;400000154;M2080;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;400780284;400000154;M2100;;;;;2;;;;;;;;;;;;;;;;2
Q20;2013;400780284;400000154;M2120;;;;;;;2;;;;;;;;;;;;;;2
Q20;2013;400780284;400000154;M3040;;;;;;;;1;;;;;;;;;;;;;1
Q20;2013;400780284;400000154;M3050;;;;1;;;;;;0.5;;0.5;;;;;;;1;0.5;
Q20;2013;400780284;400000154;M9999;;;;1;5;2;5;2;;0.5;;0.5;;;;;;;1;0.5;14
Q20;2013;400780342;400000196;M1000;;;;;4;3;6;1;;;;;;;;;;;;;14
Q20;2013;400780342;400000196;M1030;;;;;2;1;;;;;;;;;;;;;;;3
Q20;2013;400780342;400000196;M1040;;;;;;;4;1;;;;;;;;;;;;;5
Q20;2013;400780342;400000196;M1090;;;;;2;1;;;;;;;;;;;;;;;3
Q20;2013;400780342;400000196;M1150;;;;;;;2;;;;;;;;;;;;;;2
Q20;2013;400780342;400000196;M1200;;;;;;1;;;;;;;;;;;;;;;1
Q20;2013;400780342;400000196;M2020;;;;;1;;;;;;;;;;;;;;;;1
Q20;2013;400780342;400000196;M2040;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;400780342;400000196;M2070;;;;;4;1;1;;;;;;;;;;;;;;6
Q20;2013;400780342;400000196;M2080;;;;;4;1;;;;;;;;;;;;;;;5
Q20;2013;400780342;400000196;M2130;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;400780342;400000196;M3040;;;;;1;;;;;;;;;;;;;;;;1
Q20;2013;400780342;400000196;M3050;;;;1;;;;;;0.7;;;;;;;;;1;0.7;
Q20;2013;400780342;400000196;M9999;;;;1;14;5;9;1;;0.7;;;;;;;;;1;0.7;29
Q20;2013;400780359;400000204;M1000;;;;;6;;9;4;;;;;;;;;;;;;19
Q20;2013;400780359;400000204;M1020;;;;;;;2;1;;;;;;;;;;;;;3
Q20;2013;400780359;400000204;M1030;;;;;6;;;;;;;;;;;;;;;;6
Q20;2013;400780359;400000204;M1040;;;;;;;3;1;;;;;;;;;;;;;4
Q20;2013;400780359;400000204;M1090;;;;;;;2;1;;;;;;;;;;;;;3
Q20;2013;400780359;400000204;M1150;;;;;;;1;1;;;;;;;;;;;;;2
Q20;2013;400780359;400000204;M1160;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;400780359;400000204;M2010;;;;;2;;;;;;;;;;;;;;;;2
Q20;2013;400780359;400000204;M2020;;;;;;;1;1;;;;;;;;;;;;;2
Q20;2013;400780359;400000204;M2030;;;;;4;;;;;;;;;;;;;;;;4
Q20;2013;400780359;400000204;M2040;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;400780359;400000204;M2050;;;;;1;;;;;;;;;;;;;;;;1
Q20;2013;400780359;400000204;M2070;;;;;8;;;;;;;;;;;;;;;;8
Q20;2013;400780359;400000204;M2080;;;;;;;2;;;;;;;;;;;;;;2
Q20;2013;400780359;400000204;M2100;;;;;1;;;;;;;;;;;;;;;;1
Q20;2013;400780359;400000204;M3030;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;400780359;400000204;M3040;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;400780359;400000204;M3050;;;;1;;;;;;1;;;;;;;;;1;1;
Q20;2013;400780359;400000204;M3060;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;400780359;400000204;M9999;;;;1;22;;16;5;;1;;;;;;;;;1;1;43
Q20;2013;400780367;750720575;M1000;1;;;;;;;;0.42;;;;;;;;;;1;0.42;
Q20;2013;400780367;750720575;M1010;1;;;;;;;;0.42;;;;;;;;;;1;0.42;
Q20;2013;400780367;750720575;M3020;1;1;;;;;;;1;1.53;;;;;;;;;2;2.53;
Q20;2013;400780367;750720575;M3050;;;;1;;;;;;0.54;;;;;;;;;1;0.54;
Q20;2013;400780367;750720575;M9999;2;1;;1;;;;;1.42;2.07;;;;;;;4.5;;4;3.49;
Q20;2013;400780375;310021043;M1000;;;;;;;2;;;;;;;;;;;;;;2
Q20;2013;400780375;310021043;M1010;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;400780375;310021043;M1030;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;400780375;310021043;M3020;;;;;2;;;;;;;;;;;;;;;;2
Q20;2013;400780375;310021043;M3050;;;;1;;;;;;0.5;;;;;;;;;1;0.5;
Q20;2013;400780375;310021043;M9999;;;;1;2;;2;;;0.5;;;;;;;;;1;0.5;4
Q20;2013;400780383;640010328;M1000;;;1;2;;;;;0.75;1.25;;;;;;;;;3;2;
Q20;2013;400780383;640010328;M1010;;;1;2;;;;;0.75;1.25;;;;;;;;;3;2;
Q20;2013;400780383;640010328;M9999;;;1;2;;;;;0.75;1.25;;;;;;;;;3;2;
Q20;2013;400780425;400000246;M1000;1;1;;1;;;;;1;1.2;;;;;;;;;3;2.2;
Q20;2013;400780425;400000246;M1010;1;;;1;;;;;1;0.2;;;;;;;;;2;1.2;
Q20;2013;400780425;400000246;M1320;;1;;;;;;;;1;;;;;;;;;1;1;
Q20;2013;400780425;400000246;M3050;;1;;;;;;;;1;;;;;;;;;1;1;
Q20;2013;400780425;400000246;M9999;1;2;;1;;;;;1;2.2;;;;;;;;;4;3.2;
Q20;2013;400780466;400000279;M1000;;1;1;2;;;;;0.09;1.62;;;;;;;;;4;1.71;
Q20;2013;400780466;400000279;M1010;;;1;1;;;;;0.09;0.06;;;;;;;;;2;0.15;
Q20;2013;400780466;400000279;M1180;;1;;;;;;;;1;;;;;;;;;1;1;
Q20;2013;400780466;400000279;M1320;;;;1;;;;;;0.56;;;;;;;;;1;0.56;
Q20;2013;400780466;400000279;M2030;;;;;;;8;;;;;;;;;;;;;;8
Q20;2013;400780466;400000279;M3050;;1;;;;;;;;0.7;;;;;;;;;1;0.7;
Q20;2013;400780466;400000279;M9999;;2;1;2;;;8;;0.09;2.32;;;;;;;2.33;;5;2.41;8
Q20;2013;400780482;310021068;M1000;1;4;4;;;;;;2.88;4;;;;;;;;;9;6.88;
Q20;2013;400780482;310021068;M1010;;3;2;;;;;;1.72;3;;;;;;;;;5;4.72;
Q20;2013;400780482;310021068;M1140;1;;1;;;;;;1.08;;;;;;;;;;2;1.08;
Q20;2013;400780482;310021068;M1180;;1;1;;;;;;0.08;1;;;;;;;;;2;1.08;
Q20;2013;400780482;310021068;M3040;;;;;;;;;;0.11;;;;;;;;;;0.11;
Q20;2013;400780482;310021068;M3050;;;;1;;;;;;0.62;;;;;;;;;1;0.62;
Q20;2013;400780482;310021068;M9999;1;4;4;1;;;;;2.88;4.73;;;;;;;7.21;;10;7.61;
Q20;2013;400780888;400000535;M1000;1;1;;1;;;;;0.99;1.3;;;;;;;;;3;2.29;
Q20;2013;400780888;400000535;M1010;1;1;;1;;;;;0.99;1.3;;;;;;;;;3;2.29;
Q20;2013;400780888;400000535;M3040;;;;;;;;;0.25;;;;;;;;;;;0.25;
Q20;2013;400780888;400000535;M3050;;1;;;;;;;;0.4;;;;;;;;;1;0.4;
Q20;2013;400780888;400000535;M9999;1;2;;1;;;;;1.24;1.7;;;;;;;;;4;2.94;
Q20;2013;400781043;400780193;M1000;2;3;1;;;;;;0.96;;;0.76;;;0.2;;;;6;0.96;
Q20;2013;400781043;400780193;M1320;2;3;1;;;;;;0.96;;;0.76;;;0.2;;;;6;0.96;
Q20;2013;400781043;400780193;M9999;2;3;1;;;;;;0.96;;;0.76;;;0.2;;;;6;0.96;
Q20;2013;400782769;400001764;M1000;1;;;;2;;6;;1.5;;;;;;;;;;1;1.5;8
Q20;2013;400782769;400001764;M1030;;;;;;;2;;0.5;;;;;;;;;;;0.5;2
Q20;2013;400782769;400001764;M1040;;;;;2;;1;;;;;;;;;;;;;;3
Q20;2013;400782769;400001764;M1090;;;;;;;2;;;;;;;;;;;;;;2
Q20;2013;400782769;400001764;M1150;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;400782769;400001764;M1320;1;;;;;;;;1;;;;;;;;;;1;1;
Q20;2013;400782769;400001764;M2020;;;;;;;;1;;;;;;;;;;;;;1
Q20;2013;400782769;400001764;M2030;;;;;2;;;;;;;;;;;;;;;;2
Q20;2013;400782769;400001764;M2050;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;400782769;400001764;M2070;;;;;3;;;;;;;;;;;;;;;;3
Q20;2013;400782769;400001764;M2080;;;;;1;;;;;;;;;;;;;;;;1
Q20;2013;400782769;400001764;M2100;;;;;1;;;;;;;;;;;;;;;;1
Q20;2013;400782769;400001764;M2120;;;;;1;;;;;;;;;;;;;;;;1
Q20;2013;400782769;400001764;M2130;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;400782769;400001764;M3011;;;;;2;;;;;;;;;;;;;;;;2
Q20;2013;400782769;400001764;M9999;1;;;;12;;8;1;1.5;;;;;;;;;;1;1.5;21
Q20;2013;400782777;400780193;M1000;4;;;;;;;;3.04;;;2.1;;;;0.94;;;4;3.04;
Q20;2013;400782777;400780193;M1040;2;;;;;;;;1.5;;;1.5;;;;;;;2;1.5;
Q20;2013;400782777;400780193;M1180;2;;;;;;;;1.54;;;0.6;;;;0.94;;;2;1.54;
Q20;2013;400782777;400780193;M9999;4;;;;;;;;3.04;;;2.1;;;;0.94;;;4;3.04;
Q20;2013;400787354;400780193;M1000;3;4;3;;;;;;2.62;4.46;;5.83;;;0.8;0.45;;;10;7.08;
Q20;2013;400787354;400780193;M1010;1;;;;;;;;1;;;1;;;;;;;1;1;
Q20;2013;400787354;400780193;M1160;;;;;;;;;0.02;;;0.02;;;;;;;;0.02;
Q20;2013;400787354;400780193;M1320;2;4;3;;;;;;1.6;4.46;;4.81;;;0.8;0.45;;;9;6.06;
Q20;2013;400787354;400780193;M3012;;;;;;;;;0.09;;;0.09;;;;;;;;0.09;
Q20;2013;400787354;400780193;M3050;;;;;;;;;0.03;;;0.03;;;;;;;;0.03;
Q20;2013;400787354;400780193;M9999;3;4;3;;;;;;2.74;4.46;;5.95;;;0.8;0.45;;;10;7.2;
Q20;2013;400787446;400780458;M1000;;1;;2;;;;;;2.55;;;;;;;;;3;2.55;
Q20;2013;400787446;400780458;M1320;;1;;2;;;;;;2.55;;;;;;;;;3;2.55;
Q20;2013;400787446;400780458;M3050;;;;1;;;;;;0.25;;;;;;;;;1;0.25;
Q20;2013;400787446;400780458;M9999;;1;;3;;;;;;2.8;;;;;;;2.8;2.8;4;2.8;
Q20;2013;400789715;330007386;M1000;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;400789715;330007386;M1110;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;400789715;330007386;M9999;;;;;;;1;;;;;;;;;;;;;;1
Q20;2013;400790986;640000113;M9999;;;;;;;;;;;;;;;;;;;;;
Q20;2013;400791018;400790994;M1000;4;;;;;;;;4;;;;;;;;;;4;4;
Q20;2013;400791018;400790994;M1180;4;;;;;;;;4;;;;;;;;;;4;4;
Q20;2013;400791018;400790994;M3050;;;;1;;;;;;0.68;;;;;;;;;1;0.68;
Q20;2013;400791018;400790994;M9999;4;;;1;;;;;4;0.68;;;;;;;;;5;4.68;
Q20;2013;410000020;410000087;M1000;62;31;25;19;;;;;71.89;34.29;;74.41;7.02;;11.26;13.49;;;137;106.18;
Q20;2013;410000020;410000087;M1010;14;8;12;7;;;;;21.83;8.74;;19.7;1.5;;5.54;3.83;;;41;30.57;
Q20;2013;410000020;410000087;M1020;2;;;;;;;;2;0.01;;2;0;;0;0.01;;;2;2.01;
Q20;2013;410000020;410000087;M1030;9;3;0;2;;;;;8.67;3.87;;7.67;1.52;;0.08;3.27;;;14;12.54;
Q20;2013;410000020;410000087;M1031;1;1;;;;;;;0.76;1;;1.75;0;;0.01;0;;;2;1.76;
Q20;2013;410000020;410000087;M1040;5;;1;1;;;;;5.1;0.1;;5;0;;0.2;0;;;7;5.2;
Q20;2013;410000020;410000087;M1050;;;1;;;;;;0.3;0;;0;0;;0.3;0;;;1;0.3;
Q20;2013;410000020;410000087;M1070;;1;;;;;;;0;1;;1;0;;0;0;;;1;1;
Q20;2013;410000020;410000087;M1090;4;1;1;;;;;;4.5;1;;4.5;1;;0;0;;;6;5.5;
Q20;2013;410000020;410000087;M1100;7;2;0;0;;;;;6.93;2;;8.35;0;;0;0.58;;;9;8.93;
Q20;2013;410000020;410000087;M1110;;;1;;;;;;0.05;0;;0;0;;0.05;0;;;1;0.05;
Q20;2013;410000020;410000087;M1120;;3;2;1;;;;;0.3;2.26;;1;0;;0.4;1.16;;;6;2.56;
Q20;2013;410000020;410000087;M1130;2;;;;;;;;2;0;;2;0;;0;0;;;2;2;
Q20;2013;410000020;410000087;M1140;5;1;3;1;;;;;5.32;1.72;;4.82;0;;1.5;0.72;;;10;7.04;
Q20;2013;410000020;410000087;M1150;4;1;1;;;;;;4.6;0.58;;2.6;1;;0;1.58;;;6;5.18;
Q20;2013;410000020;410000087;M1160;2;3;1;3;;;;;2.5;4.52;;2.84;2;;1.05;1.13;;;9;7.02;
Q20;2013;410000020;410000087;M1180;1;;;2;;;;;1;1.11;;1.8;0;;0.31;0;;;3;2.11;
Q20;2013;410000020;410000087;M1190;;2;1;;;;;;0.1;2;;2;0;;0.1;0;;;3;2.1;
Q20;2013;410000020;410000087;M1200;1;;;;;;;;0.17;0;;0;0;;0;0.17;;;1;0.17;
Q20;2013;410000020;410000087;M1310;;;1;;;;;;0.59;0;;0.59;0;;0;0;;;1;0.59;
Q20;2013;410000020;410000087;M1320;4;5;;1;;;;;4;4.34;;5.62;0;;1.72;1;;;10;8.34;
Q20;2013;410000020;410000087;M1330;1;;;1;;;;;1.17;0.04;;1.17;0;;0;0.04;;;2;1.21;
Q20;2013;410000020;410000087;M2010;2;;;;;;;;2;0;;2;0;;0;0;;;2;2;
Q20;2013;410000020;410000087;M2020;1;;1;;;;;;1.6;0;;0.33;0;;0.27;1;;;2;1.6;
Q20;2013;410000020;410000087;M2030;4;;;;;;;;4;0;;4;0;;0;0;;;4;4;
Q20;2013;410000020;410000087;M2040;;;;;;;;;0.56;0;;0;0;;0;0.56;;;;0.56;
Q20;2013;410000020;410000087;M2050;2;5;4;;;;;;3.4;4.3;;5.74;0.25;;0.2;1.51;;;11;7.7;
Q20;2013;410000020;410000087;M2070;2;2;;3;;;;;2;2.75;;1.6;3;;0.15;0;;;7;4.75;
Q20;2013;410000020;410000087;M2080;2;0;1;1;;;;;2.55;0.6;;3.15;0;;0;0;;;4;3.15;
Q20;2013;410000020;410000087;M2100;1;;;;;;;;0.75;0;;0;0;;0;0.75;;;1;0.75;
Q20;2013;410000020;410000087;M2120;1;;;;;;;;1;0;;1;0;;0;0;;;1;1;
Q20;2013;410000020;410000087;M3011;1;;;;;;;;1;0;;1;0;;0;0;;;1;1;
Q20;2013;410000020;410000087;M3012;1;1;;1;;;;;0.27;2.34;;1.98;0.36;;0;0.27;;;3;2.61;
Q20;2013;410000020;410000087;M3020;4;3;3;2;;;;;5.78;4.53;;9;0.85;;0.3;0.16;;;12;10.31;
Q20;2013;410000020;410000087;M3040;1;1;;;;;;;1;1;;2;0;;0;0;;;2;2;
Q20;2013;410000020;410000087;M3050;2;4;;5;;;;;2;7.38;;5.89;1;;0.73;1.76;;;11;9.38;
Q20;2013;410000020;410000087;M3060;;;;4;;;;;0;2.39;;0;0;;0;2.39;;;4;2.39;
Q20;2013;410000020;410000087;M9999;86;47;34;35;;;;;99.8;59.58;;112.1;12.48;;12.91;21.89;174.45;4.67;202;159.38;
Q20;2013;410000038;410000095;M1000;17;6;3;1;;;;;13.91;5.71;;16.93;;;2.69;;;;27;19.62;
Q20;2013;410000038;410000095;M1010;6;3;1;1;;;;;6;3.71;;8.05;;;1.66;;;;11;9.71;
Q20;2013;410000038;410000095;M1040;1;;;;;;;;1;;;1;;;;;;;1;1;
Q20;2013;410000038;410000095;M1050;;;1;;;;;;0.1;;;;;;0.1;;;;1;0.1;
Q20;2013;410000038;410000095;M1150;1;;1;;;;;;1.3;;;1.3;;;;;;;2;1.3;
Q20;2013;410000038;410000095;M1200;9;3;;;;;;;5.51;2;;6.58;;;0.93;;;;12;7.51;
Q20;2013;410000038;410000095;M3040;;;1;;;;;;0.6;;;0.6;;;;;;;1;0.6;
Q20;2013;410000038;410000095;M3050;;2;;;;;;;;2;;2;;;;;;;2;2;
Q20;2013;410000038;410000095;M3060;;;;1;;;;;;0.65;;;;;;0.65;;;1;0.65;
Q20;2013;410000038;410000095;M9999;17;8;4;2;;;;;14.51;8.36;;19.53;;;2.69;0.65;26.42;0;31;22.87;
Q20;2013;410000046;410000103;M1000;8;8;9;1;;;;;14.25;8.42;;14.08;1;;1.88;6.71;;;26;22.67;
Q20;2013;410000046;410000103;M1010;1;;0;;;;;;1.58;0.5;;1.58;;;0.67;0.5;;;1;2.08;
Q20;2013;410000046;410000103;M1030;2;;3;;;;;;3.8;;;2;;;;1.8;;;5;3.8;
Q20;2013;410000046;410000103;M1040;;;1;;;;;;0.1;;;;;;0.1;;;;1;0.1;
Q20;2013;410000046;410000103;M1070;;;;1;;;;;;0.6;;0.6;;;;;;;1;0.6;
Q20;2013;410000046;410000103;M1090;;;1;;;;;;0.5;;;;;;0.5;;;;1;0.5;
Q20;2013;410000046;410000103;M1120;;;1;;;;;;0.4;;;;;;0.4;;;;1;0.4;
Q20;2013;410000046;410000103;M1140;;3;;;;;;;;2.71;;1;1;;;0.71;;;3;2.71;
Q20;2013;410000046;410000103;M1160;2;1;;;;;;;1.42;1.25;;1;;;;1.67;;;3;2.67;
Q20;2013;410000046;410000103;M1190;;;1;;;;;;0.1;;;;;;0.1;;;;1;0.1;
Q20;2013;410000046;410000103;M1200;1;1;2;;;;;;4.85;1.11;;4.65;;;0.11;1.03;;;4;5.96;
